timestamp,Committed_AS (mebibytes),anomaly%,annotations
1756257492000,3329.129,-,-
1756257494000,3329.129,-,-
1756257496000,3329.129,-,-
1756257498000,3329.129,-,-
1756257500000,3329.129,-,-
1756257502000,3329.129,-,-
1756257504000,3329.129,-,-
1756257506000,3329.129,-,-
1756257508000,3329.129,-,-
1756257510000,3329.129,-,-
1756257512000,3329.129,-,-
1756257514000,3329.129,-,-
1756257516000,3329.129,-,-
1756257518000,3329.129,-,-
1756257520000,3329.129,-,-
1756257522000,3329.129,-,-
1756257524000,3329.129,-,-
1756257526000,3329.129,-,-
1756257528000,3329.129,-,-
1756257530000,3329.129,-,-
1756257532000,3329.129,-,-
1756257534000,3329.129,-,-
1756257536000,3329.129,-,-
1756257538000,3329.129,-,-
1756257540000,3329.129,-,-
1756257542000,3329.129,-,-
1756257544000,3329.129,-,-
1756257546000,3329.129,-,-
1756257548000,3329.129,-,-
1756257550000,3329.129,-,-
1756257552000,3329.129,-,-
1756257554000,3329.129,-,-
1756257556000,3329.129,-,-
1756257558000,3329.129,-,-
1756257560000,3329.129,-,-
1756257562000,3329.129,-,-
1756257564000,3329.129,-,-
1756257566000,3329.129,-,-
1756257568000,3329.129,-,-
1756257570000,3329.129,-,-
1756257572000,3329.129,-,-
1756257574000,3329.129,-,-
1756257576000,3329.129,-,-
1756257578000,3329.129,-,-
1756257580000,3329.129,-,-
1756257582000,3329.129,-,-
1756257584000,3329.129,-,-
1756257586000,3329.129,-,-
1756257588000,3329.129,-,-
1756257590000,3329.129,-,-
1756257592000,3329.129,-,-
1756257594000,3340.109,-,-
1756257596000,3335.3925,-,-
1756257598000,3330.676,-,-
1756257600000,3330.676,-,-
1756257602000,3330.676,-,-
1756257604000,3330.676,-,-
1756257606000,3524.252,-,-
1756257608000,4339.8375,-,-
1756257610000,5096.3085,-,-
1756257612000,5512.8905,-,-
1756257614000,5903.254,-,-
1756257616000,6169.1175,-,-
1756257618000,6654.1305,-,-
1756257620000,7182.7325,-,-
1756257622000,7537.537,-,-
1756257624000,8011.59,-,-
1756257626000,8016.7425,-,-
1756257628000,8945.807,-,-
1756257630000,8647.57,-,-
1756257632000,8985.4745,-,-
1756257634000,9363.5335,-,-
1756257636000,9497.055,-,-
1756257638000,9497.184,-,-
1756257640000,9497.184,-,-
1756257642000,9497.184,-,-
1756257644000,9498.256,-,-
1756257646000,9501.988,-,-
1756257648000,9504.648,-,-
1756257650000,9507.5195,-,-
1756257652000,9511.1645,-,-
1756257654000,9511.938,-,-
1756257656000,9498.734,-,-
1756257658000,9498.73,-,-
1756257660000,9569.5625,-,-
1756257662000,9616.465,-,-
1756257664000,9909.6035,-,-
1756257666000,10051.9105,-,-
1756257668000,10146.414,-,-
1756257670000,10183.947,-,-
1756257672000,10208.2755,-,-
1756257674000,10225.125,-,-
1756257676000,10233.4275,-,-
1756257678000,10233.8965,-,-
1756257680000,10234.1625,-,-
1756257682000,10236.754,-,-
1756257684000,10237.035,-,-
1756257686000,10237.703,-,-
1756257688000,10237.703,-,-
1756257690000,10237.703,-,-
1756257692000,10237.703,-,-
1756257694000,10237.703,-,-
1756257696000,10243.422,-,-
1756257698000,10254.814,-,-
1756257700000,10254.816,-,-
1756257702000,10254.816,-,-
1756257704000,10255.062,-,-
1756257706000,10255.062,-,-
1756257708000,10255.16,-,-
1756257710000,10255.262,-,-
1756257712000,10255.297,-,-
1756257714000,10263.77,-,-
1756257716000,10206.3145,-,-
1756257718000,10159.6915,-,-
1756257720000,10159.242,-,-
1756257722000,10173.045,-,-
1756257724000,10186.848,-,-
1756257726000,10190.623,-,-
1756257728000,10194.418,-,-
1756257730000,10190.668,-,-
1756257732000,10186.895,-,-
1756257734000,10186.895,-,-
1756257736000,10186.895,-,-
1756257738000,10186.895,-,-
1756257740000,10186.895,-,-
1756257742000,10186.895,-,-
1756257744000,10186.895,-,-
1756257746000,10186.895,-,-
1756257748000,10186.895,-,-
1756257750000,10186.895,-,-
1756257752000,10186.895,-,-
1756257754000,10186.895,-,-
1756257756000,10186.895,-,-
1756257758000,10208.4845,-,-
1756257760000,10304.672,-,-
1756257762000,10313.117,-,-
1756257764000,10313.238,-,-
1756257766000,10313.3905,-,-
1756257768000,10313.422,-,-
1756257770000,10313.422,-,-
1756257772000,10313.434,-,-
1756257774000,10313.434,-,-
1756257776000,10313.434,-,-
1756257778000,10313.5275,-,-
1756257780000,10313.621,-,-
1756257782000,10313.8105,-,-
1756257784000,10315.162,-,-
1756257786000,10316.453,-,-
1756257788000,10316.453,-,-
1756257790000,10316.453,-,-
1756257792000,10316.453,-,-
1756257794000,10316.453,-,-
1756257796000,10313.998,-,-
1756257798000,10314.1525,-,-
1756257800000,10314.184,-,-
1756257802000,10314.184,-,-
1756257804000,10314.184,-,-
1756257806000,10314.0295,-,-
1756257808000,10313.875,-,-
1756257810000,10313.875,-,-
1756257812000,10313.875,-,-
1756257814000,10313.883,-,-
1756257816000,10322.328,-,-
1756257818000,10322.328,-,-
1756257820000,10322.328,-,-
1756257822000,10322.328,-,-
1756257824000,10322.328,-,-
1756257826000,10322.328,-,-
1756257828000,10322.328,-,-
1756257830000,10322.328,-,-
1756257832000,10322.328,-,-
1756257834000,10322.328,-,-
1756257836000,10322.328,-,-
1756257838000,10322.328,-,-
1756257840000,10322.328,-,-
1756257842000,10322.328,-,-
1756257844000,10322.328,-,-
1756257846000,10322.328,-,-
1756257848000,10322.328,-,-
1756257850000,10322.328,-,-
1756257852000,10322.328,-,-
1756257854000,10322.328,-,-
1756257856000,10322.328,-,-
1756257858000,10322.328,-,-
1756257860000,10322.328,-,-
1756257862000,10322.328,-,-
1756257864000,10322.328,-,-
1756257866000,10322.328,-,-
1756257868000,10322.328,-,-
1756257870000,10213.984,-,-
1756257872000,10209.2675,-,-
1756257874000,10204.551,-,-
1756257876000,10204.551,-,-
1756257878000,10212.098,-,-
1756257880000,10212.098,-,-
1756257882000,10243.164,-,-
1756257884000,10322.277,-,-
1756257886000,10322.277,-,-
1756257888000,10323.2985,-,-
1756257890000,10323.887,-,-
1756257892000,10324.338,-,-
1756257894000,10324.043,-,-
1756257896000,10324.3695,-,-
1756257898000,10324.668,-,-
1756257900000,10324.6565,-,-
1756257902000,10324.551,-,-
1756257904000,10324.6565,-,-
1756257906000,10325.213,-,-
1756257908000,10325.0465,-,-
1756257910000,10324.8475,-,-
1756257912000,10325.2365,-,-
1756257914000,10325.148,-,-
1756257916000,10325.217,-,-
1756257918000,10325.1075,-,-
1756257920000,10324.742,-,-
1756257922000,10324.742,-,-
1756257924000,10324.742,-,-
1756257926000,10324.742,-,-
1756257928000,10324.742,-,-
1756257930000,10324.742,-,-
1756257932000,10324.742,-,-
1756257934000,10324.742,-,-
1756257936000,10324.742,-,-
1756257938000,10324.742,-,-
1756257940000,10324.746,-,-
1756257942000,10324.75,-,-
1756257944000,10324.75,-,-
1756257946000,10324.75,-,-
1756257948000,10324.75,-,-
1756257950000,10324.75,-,-
1756257952000,10324.75,-,-
1756257954000,10324.75,-,-
1756257956000,10324.7655,-,-
1756257958000,10324.781,-,-
1756257960000,10324.781,-,-
1756257962000,10324.781,-,-
1756257964000,10324.781,-,-
1756257966000,10328.055,-,-
1756257968000,10329.137,-,-
1756257970000,10329.137,-,-
1756257972000,10329.137,-,-
1756257974000,10329.137,-,-
1756257976000,10329.137,-,-
1756257978000,10329.199,-,-
1756257980000,10329.199,-,-
1756257982000,10329.199,-,-
1756257984000,10328.834,-,-
1756257986000,10329.199,-,-
1756257988000,10329.199,-,-
1756257990000,10329.199,-,-
1756257992000,10329.199,-,-
1756257994000,10328.83,-,-
1756257996000,10329.199,-,-
1756257998000,10329.199,-,-
1756258000000,10329.199,-,-
1756258002000,10329.199,-,-
1756258004000,10329.199,-,-
1756258006000,10329.199,-,-
1756258008000,10329.199,-,-
1756258010000,10329.199,-,-
1756258012000,10329.199,-,-
1756258014000,10220.906,-,-
1756258016000,10221.0995,-,-
1756258018000,10211.859,-,-
1756258020000,10211.859,-,-
1756258022000,10214.6895,-,-
1756258024000,10217.52,-,-
1756258026000,10211.859,-,-
1756258028000,10211.859,-,-
1756258030000,10300.4195,-,-
1756258032000,10211.859,-,-
1756258034000,10211.859,-,-
1756258036000,10211.859,-,-
1756258038000,10211.859,-,-
1756258040000,10211.859,-,-
1756258042000,10211.859,-,-
1756258044000,10211.859,-,-
1756258046000,10211.859,-,-
1756258048000,10211.859,-,-
1756258050000,10211.859,-,-
1756258052000,10211.859,-,-
1756258054000,10211.859,-,-
1756258056000,10211.859,-,-
1756258058000,10211.859,-,-
1756258060000,10211.859,-,-
1756258062000,10211.859,-,-
1756258064000,10211.859,-,-
1756258066000,10211.859,-,-
1756258068000,10211.859,-,-
1756258070000,10211.859,-,-
1756258072000,10211.859,-,-
1756258074000,10211.859,-,-
1756258076000,10211.859,-,-
1756258078000,10211.859,-,-
1756258080000,10211.859,-,-
1756258082000,10211.859,-,-
1756258084000,10211.859,-,-
1756258086000,10211.859,-,-
1756258088000,10211.859,-,-
1756258090000,10211.859,-,-
1756258092000,10211.859,-,-
